gene,attribution
CKLF-CMTM1,0.0012184788493330898
NPIPA5,0.0011984036818561705
LINC01061,0.0011960033265680148
SH2D1B,0.001185929704431887
DMTN,0.0011778062065265042
FAM86B3P,0.0011771874831736876
HIST2H2AA3,0.0011721487900903968
TPSAB1,0.0011674326773903564
PPIAL4B,0.001151350219737766
PVALB,0.0011512769476123355
BOLA2B,0.00113855388566762
BBOX1-AS1,0.0011372277092835921
WASH3P,0.0011289097965927579
RRM2,0.001125655078228283
CTU1,0.001114336367645486
PODXL2,0.0010955487520258275
RNASEK-C17orf49,0.0010833434627087308
LOC100233156,0.0010815402254435453
HIST2H2AA4,0.0010676160988221054
BAMBI,0.0010653192814924278
ESAM,0.0010626748833311341
SFT2D3,0.0010611728382460886
TMEM200B,0.0010599330475012433
RPL10L,0.0010573400921094706
MAGIX,0.001047250275318196
LOC102725438,0.0010453976053837162
URGCP-MRPS24,0.0010425832900138703
GAS6,0.001038957802207802
FBXL22,0.0010345085405030834
HIC1,0.0010327685009599227
FABP5P3,0.001030897129403038
LRRC70,0.0010275539502895934
LOC644936,0.0010236433041053367
MAP2K4P1,0.0010222336031992121
LOC102724448,0.0010115318392914321
CGA,0.0010110342076186704
FKBP1AP1,0.001008936413853906
PARD6G-AS1,0.0010080661449848583
MEF2BNB-MEF2B,0.0010011104712017145
LOC101927815,0.0009997355635703723
HPN,0.0009980101086853768
DERL3,0.0009976565298846559
METRN,0.00099356205063902
LOC100505585,0.0009913177864375364
PTTG2,0.0009907226473523504
TMEM88,0.00098688072759311
TGFB3,0.0009741021484075613
UBE2MP1,0.0009711963510762352
SMIM24,0.0009696805616075732
CHKB,0.0009397912025035968
RASIP1,0.000934600806522263
RNU5F-1,0.0009304027780165314
SLMO2-ATP5E,0.0009254416513558278
BARX2,0.0009231821375049562
SNORD104,0.0009197739742922144
SRRD,0.0009197464954120932
LOC284412,0.0009178936113819631
AMT,0.0009173379105833148
LOC644762,0.0009170779121643499
PGAM4,0.0009168920523281669
LOC101930325,0.000914370732391293
C10orf10,0.000914334606070504
HIST1H4I,0.0009135834682890091
ZNF704,0.0009110978329427761
CCDC102A,0.0009084451239500418
UBE2C,0.000904325977689845
TEKT4P2,0.0009040405659598446
PMS2P9,0.0008991105323442043
PM20D1,0.0008944566967534484
LOC494127,0.0008841948769051323
LOC102724594,0.0008836690227693178
LOC101928530,0.0008811240515922645
LOC101930551,0.0008738524821522764
NACC2,0.0008598029923877997
SECTM1,0.0008516543204250387
S100A8,0.0008515612581423437
MC1R,0.0008444534291943794
PKN3,0.0008439639503902189
WASH7P,0.0008420124855537969
LOC102723692,0.0008417349298336879
LOC102723797,0.0008380682355936221
SLX1A-SULT1A3,0.0008349603964726559
ANKDD1B,0.0008348609851923238
CYGB,0.0008341595948041933
BCO2,0.000828102413006277
SNORD97,0.0008247656983603814
TFAMP1,0.0008244003330838709
CDKL4,0.0008083988835789297
LINC01252,0.000807935787802125
RPL13AP20,0.0008068684960575928
LOC100335030,0.0008061649837258005
ANXA2P1,0.0008015047455593684
POU6F1,0.000796888913079615
CCL22,0.0007890777858810751
DIRAS2,0.0007868008393066607
SNORD22,0.0007845704325627046
LOC102724342,0.000777172924564241
SERF1B,0.0007768403234133591
GABARAPL3,0.0007748827056472104
PDE9A,0.0007714625713222898
DBH,0.0007687868005632763
SNORD15A,0.000759933281725216
PTTG3P,0.0007586032673233881
LOC102724362,0.0007568485937875422
TCEAL2,0.0007547090090656523
SCUBE1,0.0007421976816426221
PMCH,0.0007418974485844383
FAM127C,0.000740393888158871
ACRBP,0.0007384059581552034
DIRAS3,0.0007377409456859747
PRR19,0.0007372622249825683
PRPS1L1,0.000733329783509635
IL17F,0.000729817572149043
LOC389705,0.000726533169992045
NTNG2,0.0007246445810630031
MEX3B,0.0007233239797395277
TMED10P1,0.0007215485595802692
LOC102724457,0.0007155240819899224
LOC101929333,0.0007153060359983212
APOE,0.0007071152701719881
GTF2H2C_2,0.0007054889448207396
ARID3A,0.0007034246102238712
ALOX15,0.0007033825777902923
LOC728673,0.0007006535969947558
LOC100653247,0.0006960244099289413
LOC341056,0.0006959743127591715
MFSD7,0.0006947160084924077
ADAMTS17,0.0006932942787355399
MIR192,0.0006925123917783794
PADI4,0.0006911859399408765
CDKN1C,0.0006898465582445161
SCX,0.0006893415177912656
FAM86FP,0.0006824716130235411
REG4,0.0006816791937814732
SLC10A1,0.0006811329737554132
CDC42P3,0.0006801586871359695
LOC143666,0.000678793348727168
LOC100293211,0.0006775785609132912
C1QA,0.0006765933367528502
CD177,0.0006746311716661
LOC100510707,0.0006735702233766491
EFNA3,0.0006730293909457397
FCGR3B,0.0006685276860401831
LOC101927507,0.000663466176073429
LOC100506730,0.0006606386574119741
RPL13AP6,0.0006605280069832349
GRIN3B,0.0006590160538869267
TCL1A,0.0006566090431584213
MESP1,0.0006539500754655209
LOC729739,0.0006537427277612595
SLX1A,0.0006491809533290621
FAM229A,0.0006419820622682172
IL1RL1,0.000639007755483448
LOC100133286,0.0006375498614739251
RTEL1,0.0006354217939519903
LOC100996351,0.0006292313701344947
CALY,0.000625727561259586
C17orf96,0.0006222873680211807
ZCCHC12,0.000619452169340414
MT3,0.0006148318061677265
IL21-AS1,0.0006097150542404091
GOLGA6L5P,0.0006089557104741535
TNKS2-AS1,0.0006069727812414316
CTSK,0.0006062532274830652
HTR1F,0.0006036475419953828
PELI3,0.0006036086233523163
POTEM,0.0006008615777220716
ATP8B5P,0.0005946665176432749
LOC388780,0.0005917230103790527
ZNF321P,0.0005816857896707793
RNU4-1,0.0005805192713689064
STX1B,0.0005773962852080027
ABHD17C,0.0005749875302487427
PDXP,0.0005643639347659356
LOC100507424,0.000563004266189617
C1QB,0.0005616347225975631
TMOD4,0.0005614466442812635
FOXN3-AS1,0.0005602701028734936
DGCR6,0.0005551218288149203
LOC441124,0.0005544921064911133
C1QC,0.0005529823498634697
HCRT,0.0005512594811580916
LOC100288152,0.000548440422284264
LOC102725330,0.0005455121699521781
SH2B2,0.0005452791956928214
CEBPB-AS1,0.0005436969990159329
SNORA10,0.0005430840683267178
LOC102723407,0.0005380803519746403
LOC101928356,0.0005326719080387168
LOC102724936,0.0005297675072005053
OSTCP2,0.0005282861644200767
FAXDC2,0.0005267528723180571
MTMR9LP,0.000525347339294795
ADM,0.000524435519545002
LOC102724646,0.0005241298818165545
LOC101926889,0.0005233951642606797
DSCR9,0.0005215657644579352
GeneID:101928965,0.0005127289538274554
RNASE1,0.0005097362219707202
UBE2NL,0.0005079746230403043
HES1,0.0005065223621149647
MFI2,0.0005062224679321049
FAM218A,0.000504544065650579
SLC25A29,0.0005028594640204219
EIF3IP1,0.0005014959444936732
NANOS3,0.0004977742828371934
SPTBN5,0.000496336740515117
LOC101929687,0.0004959345179355401
MOK,0.0004942738143047643
PPT2,0.000493431090985278
LOC100288974,0.0004919640323597856
LOC407835,0.0004914608830727526
NUDT4P1,0.0004904410343354622
GNRH1,0.0004891360536662017
LOC102724914,0.0004886489724215575
OR7E37P,0.0004885268923767915
GeneID:102723666,0.0004850174895908671
MAMDC4,0.0004843872365962124
ACOT1,0.00048382427767644287
EMILIN1,0.00048153102305542773
LOC102724770,0.0004813305081677344
KIAA1683,0.00047791377079441766
LOC102725436,0.00047783953218582463
PI3,0.0004769784785951701
FAM86C2P,0.0004762302123771798
LOC101927635,0.00047505330140795666
CHGB,0.0004725435767286983
SCARF2,0.00047032847583910987
LOC283693,0.00046781649533965213
S100A9,0.0004647533033385168
FLJ43681,0.0004590952986120756
MIA,0.00045896578571134417
SCARNA7,0.00045789551819171165
TMEM86A,0.00045181512019733423
KRTAP12-3,0.00044811319102089814
HSPA7,0.0004470920105691135
LOC102724002,0.00044284934823702476
TUBA4B,0.0004418486737693563
IGFBP2,0.00044056558763877035
NPR2,0.0004397291595332013
NPIPB9,0.0004366616526271382
YJEFN3,0.0004366563136448206
GGTLC2,0.0004336558156282192
LEMD1,0.0004304330565640867
LOC101927278,0.00043038116097930614
ADAMTS3,0.00042972666458589604
LOC101927632,0.00042971605497944875
MUC20,0.0004295743822887023
EIF3CL,0.0004283440166599478
NT5M,0.0004271329517692363
LOC101930608,0.0004242481826058354
C2CD4C,0.0004212892208486014
LINC00202-1,0.0004208694627772601
LOC100506314,0.00041989092455565927
MIR1307,0.00041973820913082595
SLC25A30-AS1,0.00041843562122908037
FDPSP2,0.0004157909888948054
